Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename,Dataset,Memlimit,MinIters,Nbits,Order,Preprocs,Nthreads,Query,Algorithm,__pyience_timestamp__
839.12,830.78,31779,31073,97.78,colmajor/uint8/ucr/ItalyPowerDemand.dat,ucr,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T14_19_36
124.21,92.95,31779,24233,76.25,colmajor/uint8/ucr/ItalyPowerDemand.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T14_19_36
2.13,204.76,31779,23170,72.91,colmajor/uint8/ucr/ItalyPowerDemand.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T14_19_36
108.89,298.57,54355,17399,32.01,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T14_19_36
2.08,391.52,54355,11160,20.53,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T14_19_36
406.39,432.74,54355,14011,25.78,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T14_19_36
29.61,499.24,54355,11588,21.32,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T14_19_36
560.7,852.36,54355,30539,56.18,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T14_19_36
723.76,171.5,54355,24153,44.44,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T14_19_36
588.17,154.9,54355,24153,44.44,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T14_19_36
1014.26,649.03,54355,19336,35.57,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T14_19_36
480.67,585.51,54355,23380,43.01,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T14_19_36
249.27,269.75,54355,15673,28.83,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T14_19_36
5.79,429.62,54355,10700,19.69,colmajor/uint8/ucr/Meat.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T14_19_36
99.72,297.09,2842570,867453,30.52,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T14_19_36
0.69,380.37,2842570,660475,23.24,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T14_19_36
341.94,521.46,2842570,771184,27.13,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T14_19_36
