Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename,Dataset,Memlimit,MinIters,Nbits,Order,Preprocs,Nthreads,Query,Algorithm,__pyience_timestamp__
735.02,232.25,237520,84542,35.59,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
297.17,232.5,237520,84542,35.59,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
403.43,383.0,237520,54806,23.07,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
464.94,341.02,237520,84411,35.54,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
140.82,110.75,237520,54051,22.76,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
7.4,428.61,237520,49487,20.83,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
134.81,181.05,97760,29136,29.8,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.76,321.67,97760,24579,25.14,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
419.36,604.98,97760,25296,25.88,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
40.93,496.07,97760,24651,25.22,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
930.18,522.89,97760,41856,42.82,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
661.58,230.26,97760,39440,40.34,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
328.01,230.51,97760,39440,40.34,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
991.13,360.31,97760,27330,27.96,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
552.59,317.19,97760,39540,40.45,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
317.94,109.59,97760,25782,26.37,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
5.12,340.75,97760,24152,24.71,colmajor/uint8/msrc/Wind-it-up_subj=29_idx=186.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
118.35,311.43,79680,26267,32.97,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.62,298.16,79680,22493,28.23,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
406.2,566.78,79680,22600,28.36,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
34.72,476.69,79680,22222,27.89,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
857.47,902.43,79680,37602,47.19,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
619.16,170.94,79680,35321,44.33,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
641.37,171.89,79680,35321,44.33,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
997.75,245.64,79680,24141,30.3,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
504.44,259.61,79680,35895,45.05,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
224.92,106.91,79680,23022,28.89,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
4.45,324.51,79680,21940,27.54,colmajor/uint8/msrc/Bow_subj=26_idx=260.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
102.75,267.95,64320,26942,41.89,colmajor/uint8/msrc/Kick_subj=5_idx=151.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
5.1,253.81,64320,24538,38.15,colmajor/uint8/msrc/Kick_subj=5_idx=151.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
394.27,618.54,64320,23797,37.0,colmajor/uint8/msrc/Kick_subj=5_idx=151.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
38.08,537.23,64320,23900,37.16,colmajor/uint8/msrc/Kick_subj=5_idx=151.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
706.89,938.72,64320,37746,58.68,colmajor/uint8/msrc/Kick_subj=5_idx=151.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
556.32,442.78,64320,36143,56.19,colmajor/uint8/msrc/Kick_subj=5_idx=151.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
580.46,347.91,64320,36143,56.19,colmajor/uint8/msrc/Kick_subj=5_idx=151.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
810.89,647.04,64320,27172,42.25,colmajor/uint8/msrc/Kick_subj=5_idx=151.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
